event_id,scenario_id,category,source,event_time,event_name,raw_json
EP-09-s0-2,EP-09,ephemeral,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
EP-09-s0-3,EP-09,ephemeral,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
EP-10-s0-0,EP-10,ephemeral,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
EP-10-s1-0,EP-10,ephemeral,VPC,2026-01-01T00:00:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
EP-10-s1-1,EP-10,ephemeral,VPC,2026-01-01T00:00:01+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
EP-10-s1-2,EP-10,ephemeral,VPC,2026-01-01T00:00:02+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
EP-10-s1-3,EP-10,ephemeral,VPC,2026-01-01T00:00:03+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 1024, ""dstaddr"": ""198.51.100.9"", ""dstport"": 4444, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
EP-10-s0-1,EP-10,ephemeral,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
EP-10-s0-2,EP-10,ephemeral,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
EP-10-s0-3,EP-10,ephemeral,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-01-s0-0,KC-01,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-01-s1-0,KC-01,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""203.0.113.5"", ""userIdentity"": ""compromised-user""}"
KC-01-s0-1,KC-01,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-01-s0-2,KC-01,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-01-s0-3,KC-01,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-01-s2-0,KC-01,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,CreateAccessKey,"{""eventName"": ""CreateAccessKey"", ""targetUser"": ""victim-user""}"
KC-01-s3-0,KC-01,multi_stage_kill_chain,S3,2026-01-01T00:02:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
KC-01-s3-1,KC-01,multi_stage_kill_chain,S3,2026-01-01T00:02:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
KC-01-s3-2,KC-01,multi_stage_kill_chain,S3,2026-01-01T00:02:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
KC-01-s3-3,KC-01,multi_stage_kill_chain,S3,2026-01-01T00:02:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
KC-01-s3-4,KC-01,multi_stage_kill_chain,S3,2026-01-01T00:02:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
KC-01-s3-5,KC-01,multi_stage_kill_chain,S3,2026-01-01T00:02:05+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-5"", ""operation"": ""GetObject""}"
KC-01-s4-0,KC-01,multi_stage_kill_chain,VPC,2026-01-01T00:03:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
KC-02-s0-0,KC-02,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-02-s1-0,KC-02,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,GetCallerIdentity,"{""eventName"": ""GetCallerIdentity"", ""sourceIPAddress"": ""169.254.169.254"", ""via"": ""instance-metadata""}"
KC-02-s0-1,KC-02,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-02-s0-2,KC-02,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-02-s0-3,KC-02,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-02-s2-0,KC-02,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,ListBuckets,"{""eventName"": ""ListBuckets""}"
KC-02-s2-1,KC-02,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:01+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances""}"
KC-02-s3-0,KC-02,multi_stage_kill_chain,S3,2026-01-01T00:02:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
KC-02-s3-1,KC-02,multi_stage_kill_chain,S3,2026-01-01T00:02:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
KC-02-s3-2,KC-02,multi_stage_kill_chain,S3,2026-01-01T00:02:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
KC-02-s3-3,KC-02,multi_stage_kill_chain,S3,2026-01-01T00:02:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
KC-02-s3-4,KC-02,multi_stage_kill_chain,S3,2026-01-01T00:02:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
KC-02-s3-5,KC-02,multi_stage_kill_chain,S3,2026-01-01T00:02:05+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-5"", ""operation"": ""GetObject""}"
KC-02-s4-0,KC-02,multi_stage_kill_chain,VPC,2026-01-01T00:03:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
KC-03-s0-0,KC-03,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-03-s1-0,KC-03,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""203.0.113.5"", ""userIdentity"": ""compromised-user""}"
KC-03-s0-1,KC-03,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-03-s0-2,KC-03,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-03-s0-3,KC-03,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-03-s2-0,KC-03,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,AssumeRole,"{""eventName"": ""AssumeRole"", ""roleArn"": ""arn:aws:iam::role/elevated""}"
KC-03-s3-0,KC-03,multi_stage_kill_chain,CloudTrail,2026-01-01T00:02:00+00:00,CreateAccessKey,"{""eventName"": ""CreateAccessKey"", ""targetUser"": ""victim-user""}"
KC-03-s4-0,KC-03,multi_stage_kill_chain,CloudTrail,2026-01-01T00:03:00+00:00,StopLogging,"{""eventName"": ""StopLogging"", ""trailName"": ""org-trail""}"
KC-04-s0-0,KC-04,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-04-s1-0,KC-04,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""203.0.113.5"", ""userIdentity"": ""compromised-user""}"
KC-04-s0-1,KC-04,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-04-s0-2,KC-04,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-04-s0-3,KC-04,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-04-s2-0,KC-04,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,ListBuckets,"{""eventName"": ""ListBuckets""}"
KC-04-s2-1,KC-04,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:01+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances""}"
KC-04-s3-0,KC-04,multi_stage_kill_chain,CloudTrail,2026-01-01T00:02:00+00:00,AssumeRole,"{""eventName"": ""AssumeRole"", ""roleArn"": ""arn:aws:iam::role/elevated""}"
KC-04-s4-0,KC-04,multi_stage_kill_chain,VPC,2026-01-01T00:03:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
KC-05-s0-0,KC-05,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-05-s1-0,KC-05,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""203.0.113.5"", ""userIdentity"": ""compromised-user""}"
KC-05-s0-1,KC-05,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-05-s0-2,KC-05,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-05-s0-3,KC-05,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-05-s2-0,KC-05,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,GetSecretValue,"{""eventName"": ""GetSecretValue"", ""secretId"": ""prod/db/password""}"
KC-05-s3-0,KC-05,multi_stage_kill_chain,CloudTrail,2026-01-01T00:02:00+00:00,ListBuckets,"{""eventName"": ""ListBuckets""}"
KC-05-s3-1,KC-05,multi_stage_kill_chain,CloudTrail,2026-01-01T00:02:01+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances""}"
KC-05-s4-0,KC-05,multi_stage_kill_chain,S3,2026-01-01T00:03:00+00:00,CopyObject,"{""bucket"": ""attacker-acct-bucket"", ""key"": ""exfil.tar"", ""operation"": ""CopyObject""}"
KC-06-s0-0,KC-06,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-06-s1-0,KC-06,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,CreateUser,"{""eventName"": ""CreateUser"", ""userName"": ""backdoor""}"
KC-06-s1-1,KC-06,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:01+00:00,AttachUserPolicy,"{""eventName"": ""AttachUserPolicy"", ""policyArn"": ""arn:aws:iam::aws:policy/AdministratorAccess""}"
KC-06-s0-1,KC-06,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-06-s0-2,KC-06,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-06-s0-3,KC-06,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-06-s2-0,KC-06,multi_stage_kill_chain,S3,2026-01-01T00:01:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
KC-06-s2-1,KC-06,multi_stage_kill_chain,S3,2026-01-01T00:01:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
KC-06-s2-2,KC-06,multi_stage_kill_chain,S3,2026-01-01T00:01:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
KC-06-s2-3,KC-06,multi_stage_kill_chain,S3,2026-01-01T00:01:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
KC-06-s2-4,KC-06,multi_stage_kill_chain,S3,2026-01-01T00:01:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
KC-06-s2-5,KC-06,multi_stage_kill_chain,S3,2026-01-01T00:01:05+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-5"", ""operation"": ""GetObject""}"
KC-06-s3-0,KC-06,multi_stage_kill_chain,VPC,2026-01-01T00:02:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
KC-07-s0-0,KC-07,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-07-s1-0,KC-07,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,GetCallerIdentity,"{""eventName"": ""GetCallerIdentity"", ""sourceIPAddress"": ""169.254.169.254"", ""via"": ""instance-metadata""}"
KC-07-s0-1,KC-07,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-07-s0-2,KC-07,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-07-s0-3,KC-07,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-07-s2-0,KC-07,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,RunInstances,"{""eventName"": ""RunInstances"", ""instanceType"": ""c5.large"", ""region"": ""us-west-2""}"
KC-07-s3-0,KC-07,multi_stage_kill_chain,EC2,2026-01-01T00:02:00+00:00,RunInstances,"{""eventName"": ""RunInstances"", ""instanceType"": ""p3.2xlarge"", ""state"": ""running""}"
KC-08-s0-0,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-08-s1-0,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
KC-08-s1-1,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:01+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
KC-08-s1-2,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:02+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
KC-08-s1-3,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:03+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
KC-08-s1-4,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:04+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
KC-08-s1-5,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:05+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Failure"", ""sourceIPAddress"": ""203.0.113.5""}"
KC-08-s0-1,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-08-s0-2,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-08-s0-3,KC-08,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-08-s2-0,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""203.0.113.5"", ""userIdentity"": ""compromised-user""}"
KC-08-s3-0,KC-08,multi_stage_kill_chain,CloudTrail,2026-01-01T00:02:00+00:00,StopLogging,"{""eventName"": ""StopLogging"", ""trailName"": ""org-trail""}"
KC-08-s4-0,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:00+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-0"", ""operation"": ""DeleteObject""}"
KC-08-s4-1,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:01+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-1"", ""operation"": ""DeleteObject""}"
KC-08-s4-2,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:02+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-2"", ""operation"": ""DeleteObject""}"
KC-08-s4-3,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:03+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-3"", ""operation"": ""DeleteObject""}"
KC-08-s4-4,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:04+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-4"", ""operation"": ""DeleteObject""}"
KC-08-s4-5,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:05+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-5"", ""operation"": ""DeleteObject""}"
KC-08-s4-6,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:06+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-6"", ""operation"": ""DeleteObject""}"
KC-08-s4-7,KC-08,multi_stage_kill_chain,S3,2026-01-01T00:03:07+00:00,DeleteObject,"{""bucket"": ""prod-data"", ""key"": ""obj-7"", ""operation"": ""DeleteObject""}"
KC-09-s0-0,KC-09,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-09-s1-0,KC-09,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""203.0.113.5"", ""userIdentity"": ""compromised-user""}"
KC-09-s0-1,KC-09,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-09-s0-2,KC-09,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-09-s0-3,KC-09,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-09-s2-0,KC-09,multi_stage_kill_chain,CloudTrail,2026-01-01T00:01:00+00:00,AuthorizeSecurityGroupIngress,"{""cidr"": ""0.0.0.0/0"", ""eventName"": ""AuthorizeSecurityGroupIngress"", ""port"": 22}"
KC-09-s3-0,KC-09,multi_stage_kill_chain,S3,2026-01-01T00:02:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
KC-09-s3-1,KC-09,multi_stage_kill_chain,S3,2026-01-01T00:02:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
KC-09-s3-2,KC-09,multi_stage_kill_chain,S3,2026-01-01T00:02:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
KC-09-s3-3,KC-09,multi_stage_kill_chain,S3,2026-01-01T00:02:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
KC-09-s3-4,KC-09,multi_stage_kill_chain,S3,2026-01-01T00:02:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
KC-09-s3-5,KC-09,multi_stage_kill_chain,S3,2026-01-01T00:02:05+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-5"", ""operation"": ""GetObject""}"
KC-09-s4-0,KC-09,multi_stage_kill_chain,VPC,2026-01-01T00:03:00+00:00,ACCEPT,"{""action"": ""ACCEPT"", ""bytes"": 250000000, ""dstaddr"": ""198.51.100.9"", ""dstport"": 443, ""packets"": 180000, ""protocol"": ""tcp"", ""srcaddr"": ""10.0.0.7""}"
KC-10-s0-0,KC-10,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ConsoleLogin,"{""eventName"": ""ConsoleLogin"", ""result"": ""Success"", ""sourceIPAddress"": ""10.0.0.2"", ""userIdentity"": ""alice""}"
KC-10-s1-0,KC-10,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:00+00:00,ListBuckets,"{""eventName"": ""ListBuckets""}"
KC-10-s1-1,KC-10,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:01+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances""}"
KC-10-s0-1,KC-10,multi_stage_kill_chain,S3,2026-01-01T00:00:07+00:00,GetObject,"{""bucket"": ""app-assets"", ""http_status"": 200, ""key"": ""logo.png"", ""operation"": ""GetObject""}"
KC-10-s0-2,KC-10,multi_stage_kill_chain,CloudTrail,2026-01-01T00:00:14+00:00,DescribeInstances,"{""eventName"": ""DescribeInstances"", ""userIdentity"": ""ops""}"
KC-10-s0-3,KC-10,multi_stage_kill_chain,EC2,2026-01-01T00:00:21+00:00,DescribeVolumes,"{""eventName"": ""DescribeVolumes"", ""userIdentity"": ""ops""}"
KC-10-s2-0,KC-10,multi_stage_kill_chain,S3,2026-01-01T00:01:00+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-0"", ""operation"": ""GetObject""}"
KC-10-s2-1,KC-10,multi_stage_kill_chain,S3,2026-01-01T00:01:01+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-1"", ""operation"": ""GetObject""}"
KC-10-s2-2,KC-10,multi_stage_kill_chain,S3,2026-01-01T00:01:02+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-2"", ""operation"": ""GetObject""}"
KC-10-s2-3,KC-10,multi_stage_kill_chain,S3,2026-01-01T00:01:03+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-3"", ""operation"": ""GetObject""}"
KC-10-s2-4,KC-10,multi_stage_kill_chain,S3,2026-01-01T00:01:04+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-4"", ""operation"": ""GetObject""}"
KC-10-s2-5,KC-10,multi_stage_kill_chain,S3,2026-01-01T00:01:05+00:00,GetObject,"{""bucket"": ""prod-data"", ""http_status"": 200, ""key"": ""obj-5"", ""operation"": ""GetObject""}"
